ad_id,source_url,scraped_at,title,price_nok,tilstand,merke,kjonn,sykkeltype,brand,model,year,framesize,wheel_size,groupset,carbon_frame,carbon_wheels,electronic_shifting,description,location
"443653545","https://www.finn.no/recommerce/forsale/item/443653545","2026-03-02T15:25:43.409Z","Eddy Merckx Landevei Alu Team","8500","Pent brukt - I god stand","","","Landevei","Eddy Merckx","Alu Team","","58","","Campagnolo Athena","false","false","false","Eddy Merckx Alu Team Selger en Eddy Merckx Alu Team str 58. Har 11 delt Campagnolo med Athena skiftere og krank. Chorus bremser og Record bakgir. Strøkent Most felgsett med Continental 5000 dekk. 11/29 kassett. Har litt kakkelering under på overrør og noen bruksmerker. Har brukt det jeg hadde tilgjengelig av Campagnolo. Selges ferdig pruta for kr 8500","4700 Vennesla"
"453130912","https://www.finn.no/recommerce/forsale/item/453130912","2026-03-02T15:25:44.415Z","Nakamura Pursuit 4.0","6500","Pent brukt - I god stand","","Unisex","Landevei","Nakamura","Pursuit 4.0","","51cm","","Shimano 105","false","false","false","Sykkelen ble kjøpt brukt i fjor. Forrige eier hadde knapt brukt den og i vårt eie har den kun vært brukt en tur. Sykkelen har 11 delt Shimano 105 girsystem. Sykkelen fremstår meget pen. Sykkelen er størrelse 51cm som i følge Nakamura passer ryttere med høyde 165-175 cm.","4633 Kristiansand S"
"453125086","https://www.finn.no/recommerce/forsale/item/453125086","2026-03-02T15:25:45.399Z","Merckx landeveissykkel 28""/700c rød","12000","Pent brukt - I god stand","","","Landevei","Merckx","","","","700c","","false","false","false","Merckx landeveissykkel med 28""/700c hjul. Sykkelen har klassisk racergeometri med bukkestyre og felgbremser foran og bak. Rammen er lakkert i rødt med kontrastfelt, og sykkelen er utstyrt med smale landeveisdekk og tradisjonelle landeveispedaler. Setet er et smalt racersete. Passer til bruk på asfalt og andre faste underlag der man ønsker en lett og effektiv landeveissykkel. Selges sammen med ny reserve dekk. En av de gamle originale dekkene er byttet","1473 Lørenskog"
"453119118","https://www.finn.no/recommerce/forsale/item/453119118","2026-03-02T15:25:46.368Z","Gekko Firm RCE 105","16000","Pent brukt - I god stand","","Unisex","Landevei","Gekko","Firm RCE 105","2024","L","700c","Shimano 105","false","false","false","Selger min Gekko Firm RCE 105. Den ble kjøpt i august 2024 på Anton Sport. Jeg har tatt godt vare på sykkelen. Den har aldri vært i bakken, og har blitt svært pent vedlikeholdt. Rammen er strøken. Har blitt brukt 50/50 utendørs og inne på rulle. Størrelse L. Passer bra for meg på 181! Litt info om sykkelen: - Gir/Drivverk: SHIMANO FC-R7100 - Krank: Shimano FC-R7100 - 105 - 52-36T - Framgir: SHIMANO FD-R7100 - 105 - Bakgir: SHIMANO RD-R7100-GS - 105 - 12speed - Kassett: CS-R7100, 105, 12-SPEED, 11-34 - Kjede: KMC X12EL - Stem: EASTON EA50 - Styre: EASTON EA50 - Forbrems: Shimano 105 hydraulisk 160mm rotor - Bakrems: Shimano 105 hydraulisk 160mm rotor - Framhjul: ALEX RIM ATD-470 - Bakhjul: ALEX RIM ATD-470 - Dekk: SCHWALBE ONE perf - TI. Schwalbe ONE Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0655 Oslo"
"450377271","https://www.finn.no/recommerce/forsale/item/450377271","2026-03-02T15:25:47.326Z","Orbea orca aero 2022 str 53/54 (m)","38000","Pent brukt - I god stand","Orbea","Unisex","Landevei","Orbea","Orca Aero","2022","53/54 (M)","700c","SRAM Force eTap AXS","true","false","true","Orbea Orca Aero 2022-modell er en fremtredende landeveissykkel, designet for både konkurranse og entusiaster som ønsker å oppnå topp ytelse. Her er en mer detaljert oversikt over egenskapene og funksjonene som gjør denne modellen bemerkelsesverdig: Design og Bygg - Aerodynamisk Ramme: Rammedesignen er utviklet for å minimere luftmotstand, noe som gjør sykkelen raskere i høyere hastigheter. Den er optimalisert for både klatring og flate strekninger. - Karbonmateriale: Bygget i OMR karbon, som er en lett og sterk materiale. Dette gir en høy stivhet-til-vekt-forhold, som forbedrer kraftoverføringen. - Integrerte Komponenter: Styre og kabler er integrert for et renere utseende og bedre aerodynamikk. - Geometri: Den har en aggressiv geometri som gir god kontroll og respons, særlig i svinger og nedoverbakke. Passer for ryttere som regelmessig konkurrerer eller har et mer aktivt bruksområde. - Kombinasjon av Komfort og Ytelse: Rammeoppsettet tillater også tilstrekkelig komfort for lange turer, noe som gjør den ideell både for konkurranser og helgeturer. Gruppesett og Komponenter - SRAM Force eTap AXS: Et trådløst elektrisk drivetrain som gir sømløs girskift og nøyaktighet. Det omfatter hydrauliske skivebremser, som gir utmerket bremsekraft og modulering under varierende forhold. - Hjul: oppgradert med HUNT hjulsett - Nypris ca 12000. Oppgradert med karbonstyre fra Unaas, og damesete med Nypris ca 2000kr. Nypris før nytt hjulsett/ oppgraderinger ca 57000kr Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0168 Oslo"
"453099816","https://www.finn.no/recommerce/forsale/item/453099816","2026-03-02T15:25:48.323Z","Vipera Team Issue (2014) - mangler giroppheng / gear deraillur hanger","10000","Må fikses - Noen mangler/ødelagte deler","","Unisex","Landevei","Vipera","Team Issue","2014","","","Campagnolo Record","true","false","false","Vipera Team Issue fra 2014 selges. Fullkarbon. Campagnolo record. Felgbrems. Mangler giroppheng (gear deraillur hanger), samt slanger og dekk. Fantastisk god sykkel som trenger litt kjærlighet. Pris kan diskuteres ved rask beslutning. Må hentes på Mathopen. Kan ev. leveres i Bergen etter avtale.","5174 Mathopen"
"453099962","https://www.finn.no/recommerce/forsale/item/453099962","2026-03-02T15:25:49.295Z","Merida Ride Carbonramme, wattmåler, ultegra 2x11 speed. Oppgraderte hjul.","14000","Pent brukt - I god stand","Merida","Unisex","Landevei","Merida","Ride","","S/M","","Shimano Ultegra","true","false","false","Selger en lite brukt Merida Ride, oppgradert med ultegra girgeuppe 2x11 speed, Mavic Cosmic Elite hjul og stage wattmåler. Ultegra Pedalene, computer feste og flaskeholdere følger med. Veldig bra stand. Str S/M Tar imot bud. Jeg kan levere imellom Lillehammer og Hellerud.","2656 Follebu"
"453101673","https://www.finn.no/recommerce/forsale/item/453101673","2026-03-02T15:25:50.262Z","Ny Ridley Helium Di2","33900","Helt ny - Uåpnet/med lapp","","","Landevei","Ridley","Helium 105 Di2","","M","28''","Shimano 105 Di2","true","false","true","Ikke rullet en meter. Selges grunnet endret behov. Størrelse M, anbefalt for 170–190 cm kroppshøyde Sett med nye karbonhjul kan følge med. Da er prisen 39500. Informasjon om sykkelen: Sporty allround landeveissykkel. Lett og robust karbonkonstruksjon. Shimano 105 Di2 24-speed girgruppe.. Vittoria Rubino Pro dekk. Ridley Helium 105 Di2 er den beste ytelsessykkelen for enhver utfordring. Utrolig lett, stiv og behagelig. Helium landeveissykkelen har den unike ovale rørformen som perfekt balanserer stivhet, vekt og komfort. I tillegg er alle kabler fullt integrert i Helium takket være F-Steerer-teknologien. Dette gir det et rent utseende som er nærmest vedlikeholdsfritt. Det du vil føle er hvor lett, reaktiv, stiv og komfortabel den er å sykle - fra første til siste pedalslag. Ved første øyekast ser rørene til Helium veldig klassiske ut - som vanlige runde rør. Men ved nærmere ettersyn vil du raskt legge merke til at vi faktisk valgte litt ovale profiler. Tverrsnittet er litt større på den vertikale aksen enn på den horisontale aksen. På denne måten maksimerer Ridley både kraftoverføring og komfort, samtidig som man holder vekten så lav som mulig. For ekstra komfort er setestagene koblet lavere ned på seterøret. På grunn av dette lavere kontaktpunktet kan både seterøret og setepinnen mer effektivt filtrere ut vibrasjoner. I tillegg kan setestagene gi mer vertikal fleksibilitet. Alt dette resulterer i en mer komfortabel sykkeltur. Kabler foran på sykkelen din har stor innvirkning på dens aerodynamiske ytelse. På baksiden har det å kvitte seg med kabler foran en aerofordel på hele 10 til 14 %, avhengig av sykkelen. Styrerøret lar alle kabler passere gjennom styret og stammen, langs det flate frontområdet på styrerøret og ned i rammen. Her er kablene helt skjult for vinden - og for øyet ditt, og etterlater deg en ren sykkel som gir deg fart. HOVEDKOMPONENTER - Ramme: Helium Carbon Frame - Gaffel: Helium Disc, 12mm TA - Bremser: Shimano 105 hydrauliske bremser - Hjulsett: Forza Norte DB - Dekk: Vittoria Rubino Pro - Hjulstørrelse i tommer: 28'' DRIVVERK - Antall gir: 24 - Fremre girskifter: Shimano 105 DI2 - Bakgir: Shimano 105 DI2 - Girspak: Shimano 105 DI2 - Kassett: Shimano 105 11-34T 12sp - Krank og kranklager: Shimano 105 50/34 - Kjede: KMC X-12 COCKPIT - Sete: Selle Italia SLS - Setepinne: Forza Cirrus karbonlegering, 27,2 mm x 350 mm - Styre: Deda Zero2 - Stem: Deda Superbox Størrelsesanbefalinger: - M, 170–190 cm kroppshøyde Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4048 Hafrsfjord"
"413442428","https://www.finn.no/recommerce/forsale/item/413442428","2026-03-02T15:25:51.229Z","Argon 18 E119 2025 modell - Utleie","5000","Som ny - Ikke synlig brukt","","Unisex","Landevei","Argon 18","E119","2025","Medium 54-56","700c","Shimano Ultegra Di2 R8150","true","true","true","Leie til konkurranse? Uke og minimumspris settes til 5000,- Anbefaler noen treningstimer på sykkel før konkurranse. Enkel bikefit ved behov og vask er inkludert :) Du må ha avklart at forsikringen din dekker eventuelle skader/tap ved før leie. Depositum blir vi enige om. Riigges opp med Aero flaske på ramme, på styret og bak sete. Trenger du noe annet utstyr så har jeg det meste:) DT Swiss Platehjul har jeg også 🚀 Dette er Str Medium 54-56 og stilt inn til meg på 183cm- 85kg. Gode justeringsmuligheter. Wheels :DT Swiss ARC1400 Dicut Wheelset Tires: GP 5000 28mm Tubes: Latex Group : Shimano Ultegra Di2 R8150 Shimano Ultegra 52/36 Powermeter Cassette: Shimano Ultegra 11-30 12s Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","1362 Hosle"
"419766394","https://www.finn.no/recommerce/forsale/item/419766394","2026-03-02T15:25:52.196Z","Ny pris: Giant TCR Advanced (2012) – fullkarbon med Ultegragruppe","12500","Pent brukt - I god stand","Giant","","Landevei","Giant","TCR Advanced","2012","L","700c","Shimano Ultegra","true","false","false","Selger en svært pent brukt Giant TCR Advanced str L landeveissykkel, lite brukt . Full karbonramme, Shimano Ultegra-gir, bremser og pedaler. DT Swiss R1800 hjulsett (også lett og stivt).C4 karbon flaskeholdere. Polar CS500 computer medfølger ved hurtig avgjørelse. Meget pen, alltid lagret innendørs, topp stand. Perfekt som første racersykkel eller for deg som vil ha kvalitet til fornuftig pris. Pris kan diskuteres ved hurtig avgjørelse.","3728 Skien"
"453056164","https://www.finn.no/recommerce/forsale/item/453056164","2026-03-02T15:25:53.154Z","Fuji landeveisykkel 56 cm 28""/700c Unisex, Hentes i Trondheim.","7500","Pent brukt - I god stand","","Unisex","Landevei","Fuji","","","56cm","700c","Shimano 105","false","false","false","Fuji landeveisykkel for unisex med rammehøyde 56 cm og 28""/700c hjul. Sykkelen har racerstyre og smale landeveisdekk tilpasset trening og pendling på asfalt. Drivverket er utstyrt med Shimano 105 bakgir og krank fra Oval Concepts. Rammen er utformet for effektiv sittestilling på landevei. Passer til voksne ryttere som ønsker en landeveissykkel med 56 cm ramme og 28""/700c hjulstørrelse. Hentes i Trondheim. Forbehold om feil i tekst.","7031 Trondheim"
"443490053","https://www.finn.no/recommerce/forsale/item/443490053","2026-03-02T15:25:54.216Z","Trek Landevei sykkel Domane størrelse S 52","22000","Som ny - Ikke synlig brukt","Trek","Unisex","Landevei","Trek","Domane","","S 52","","Shimano 105","false","false","false","Trek Domane Very good condition Shimano 105 Tubeless tires Size S 52 Trek Landevei sykkel designet for unisex bruk. Sykkelen har et lett og aerodynamisk rammeverk, egnet for landeveissykling. Den er utstyrt med skivebremser og har en moderne design med grå og røde detaljer. Kun personlig møte i Oslo","1482 Nittedal"
"453039786","https://www.finn.no/recommerce/forsale/item/453039786","2026-03-02T15:25:55.160Z","Giant TCR adv 0","34000","Pent brukt - I god stand","Giant","Unisex","Landevei","Giant","TCR Advanced Pro 0","","M/L","700c","Shimano Ultegra Di2","true","true","true","Rå landeveissykkel selges – markedets beste allround-sykkel Jeg selger min Giant TCR Advanced Pro 0, en lett, stiv og ekstremt allsidig landeveissykkel som leverer like bra på ritt som på lange turer og raske treningsøkter. Sykkelen er utstyrt med Shimano Ultegra Di2 elektroniske gir og hydrauliske skivebremser – presist, raskt og driftssikkert. Den har ny original Shimano Ultegra krank med Giant PowerPro wattmåler. Hjulsettet er Giant SLR 1 42 mm karbonhjul, satt opp tubeless med Continental GP5000 32 mm dekk. Med dette oppsettet er du klar for alt. Vært i lite bruk i det siste, pga skader. Nylig oppgradert: Nyere kjede Nyere styretape (Supacaz Super Sticky) Nye bremseklosser Frontmontert computerbrakett medfølger Merk: Lader til wattkrank og Di2-gir ble dessverre borte under flytting. Størrelse: M/L – passer ca. 175–187 cm ifølge Giant. Jeg er 180 cm og den passer meg fint. send en melding om du lurer på noe. Må ikke selges Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3133 Duken"
"453030748","https://www.finn.no/recommerce/forsale/item/453030748","2026-03-02T15:25:56.132Z","Dare VSRU -helt strøken","45000","Som ny - Ikke synlig brukt","","","Landevei","Dare","VSRU20","2023","XS","700c","Shimano Ultegra Di2","false","true","true","Helt strøken landeveissykkel – DARE VSRU20 med Ultegra Di2. 2023 modell. Str XS- Dare er store i størrelse og den passer for høyde 170 cm pluss/minus ca 10 cm avhengig av sittestilling. Minimalt brukt- først av kvinnelig landslagsløper på skøyter og så av kona i fjor høst. Framstår så og si som ny, overhodet ingen skader eller feil. Spesifikasjoner: Ramme: VSRU20 – aerodynamisk og responsiv, perfekt for både trening og ritt Girgruppe: Shimano Ultegra Di2 12-delt – elektronisk giring som gir presise og pålitelige girskift Hjulsett: Helt nye 50 mm Superteam S-ALL Carbon D28-50 DISC Brake karbonhjul med 3,3 mm karboneiker-clincher tubeless ready- veid til 1370 g med felttape. Et meget godt hjulsett målt opp imot det aller meste. https://superteamwheels.com/products/s-all-carbon-d28-50-disc-brake?srsltid=AfmBOoqAD5heqeoJuIyGPzDSj-o1omJOsXaEe74oR7_itw13gdlnx94n Dekk: Contiental GP 5000 Drivverk: Ny ""Pogacar"" Ultegra krank med 165 mm krankarmer. 52/36. Nytt kjede. Ny kassett 11-34. Bremseskiver: Dura Ace 160mm/140 mm. Nytt sete: Selle Italia SLR LTD SUPERFLOW Lader til Di2 følger med. Sykkelen bør sees og ønsker at kjøper henter. Jeg reiser til Mallorca 12 mars og blir til slutten av april- kona er hjemme i deler av denne perioden. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","2450 Rena"
"423787714","https://www.finn.no/recommerce/forsale/item/423787714","2026-03-02T15:25:57.102Z","Merida Scultura Endurance 8000 - 2025-modell","39999","Som ny - Ikke synlig brukt","Merida","Unisex","Landevei","Merida","Scultura Endurance 8000","2025","Medium","700c","Shimano Ultegra Di2","true","true","true","Størrelse: Medium Nypris: 60 000 kr (kjøpt juni 2025) Kun syklet 50 km på asfalt– sykkelen er så godt som ny. Veldig fin sykkel med et bredt bruksområde. Utstyr: - Vision SC30 karbonhjulsett - Shimano Ultegra Di2 elektronisk girsystem (2x12) med ladekabel - Montert med grovere 35 mm dekk - perfekt til innslag av grus, f.eks. i Nordmarka (Pirelli Cinturato Gravel m) - 32 mm landeveisdekk følger med (Continental Grand Prix 5000s TR) NB! (1) Må hentes sentralt i Oslo NB! (2) Pedaler og flaskeholdere følger ikke med Beskrivelse (fra Merida-bikes.com): SCULTURA ENDURANCE toppmodell, utstyrt med de nyeste komponentene for maksimal ytelse. Vår høyt anerkjente SCULTURA ENDURANCE kombinerer komfort og ytelse sømløst, og gir den fritidsorienterte syklisten det perfekte verktøyet for oppgaven. Den test- og prisbelønte, lette karbonrammen på 8000 tilbyr klasseledende fleksibilitet, som i kombinasjon med dekk opptil 35 mm bredde gir suveren komfort, selv på de lengste turene. SCULTURA ENDURANCE er det perfekte valget for syklister som ønsker å nyte mange timer på setet samtidig som de er opptatt av komfort. Brede dekk tryller bort ujevnheter selv på landeveier med dårlig asfalt, mens et lengre styrerør gir en mer avslappet kjørestilling. Den ble umiddelbart populær blant den internasjonale sykkelpressen og fikk ikke bare en ""komfort""-pris fra RennRad, men også mye skryt som excellent comfort, confidence inspiring, lively feel og enjoyable fra anerkjente sykkelmagasiner som Gran Fondo, Cyclingnews, Cyclingtips og Road.cc. Sammenlignet med sin navnebror SCULTURA, har ENDURANCE en mer komfortorientert geometri, bredere dekk og sømløs integrasjon. Den plasseres mellom lettvektsrittmaskinen SCULTURA og eventyrsykkelen SILEX. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0667 Oslo"
"434182755","https://www.finn.no/recommerce/forsale/item/434182755","2026-03-02T15:25:58.184Z","S-works aethos","54000","Pent brukt - I god stand","Specialized","Unisex","Landevei","Specialized","S-Works Aethos","","56","700c","SRAM Force AXS","true","true","true","Lufter min specialized s-works aethos for salg. Sykkelen ble kjøpt brukt av meg i vår og har toalt rullet 1800km ca. Sykkelen er i størrelse 56 og passer personer mellom 175-185cm. S-works aethos er en sykkel som byr på lav vekt og fantastiske kjøregenskaper. Rammevekt i størrelse 56 er på kun 564gran og slik sykkeln står i dag veier den ca. 6.5kg Krank: Sram red 48-35 12s Fremgir: Sram force AXS Bakgir: Sram force AXS Bremses: Sram Rival Setepinne: Roval alpinist 27.2mm Sete: Fizik arione Styre: kocevlo 400mm Stem: s-works 100mm Hjulsett: Hunt 50 carbon Dekk: Continental GP 5000 S tr Pris er diskuterbar ved rask handel Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0267 Oslo"
"453005360","https://www.finn.no/recommerce/forsale/item/453005360","2026-03-02T15:25:59.326Z","Bottecchia 8AVIO Revolution – Str 58 – Shimano 105 – Karbon","15000","Pent brukt - I god stand","","Unisex","Landevei","Bottecchia","8AVIO Revolution","2020","58","700c","Shimano 105","true","false","false","Selger en meget pen og velholdt Bottecchia 8AVIO Revolution landeveissykkel i størrelse 58. Dette er en rask og komfortabel karbonracer som passer perfekt til både trening, ritt og lange turer. Garmin computer og garmin varia feste følger med. Spesifikasjoner: • Størrelse: 58 (passer typisk ca. 180–190 cm, avhengig av benlengde) • Ramme: Full karbon • Girgruppe: Shimano 105 (2x11) • Skivebremser • Hjul: Fulcrum • Kjøpt ny i 2020 • Kun én eier • Selges uten pedaler Sykkelen er pent brukt og fremstår som godt vedlikeholdt. Ingen kjente skader på ramme. Normal bruksslitasje kan forekomme. Dette er en lett og responsiv sykkel med god kraftoverføring og stabil kjørefølelse – perfekt for deg som vil ha mye sykkel for pengene. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","2385 Brumunddal"
"451891818","https://www.finn.no/recommerce/forsale/item/451891818","2026-03-02T15:26:00.533Z","Gavia Imperiale Carbon (M)","18999","Pent brukt - I god stand","","","Landevei","Gavia","Imperiale Carbon","2025","M","700c","Shimano 105 R7100 Di2","true","false","true","Kjøpte denne i september i 2025, syklet ca 100 km bare med denne ute, så dekk er som nye. Selger da jeg skal kjøpe Tri sykkel Kun en liten ripe på bakgir, legger med bilde. Ellers er det en strøken sykkel, hvor aerobar kan følge med. Aerodynamisk overlegenhet: Rammen er laget av UD karbon og er svært lett og sterk. Den har en aerodynamisk design som reduserer luftmotstanden og gir deg en fordel i ritt og på trening. Rammen er også svært stiv, noe som gir deg god kraftoverføring og respons Spesifikasjoner: Ramme: 700C UD Carbon, Tapered head tube Gaffel: 700C UD Carbon, Carbon Steerer tube Dropout / Girøre: GAIM13 Styrelager: FSA NO.69, 1-1/2"" - 1-1/2"" Stem: Alloy 6061, (90 mm SM, 100 mm MD/LG, 110 mm XL) Styre: Alloy 6061, (400 mm SM, 420 mm MD/LG, 440 mm XL) Sete: Fizik Antares R7 Setepinne: Aero, Setepinneklemme integrert i ramme Hjulsett/felger: DT Swiss E1800 23 mm, Disc, Centerlock, 12 mm TA Nav/aksling - Foran: DT Swiss 12 x 100 mm TA, Aksling: GAIM16 Nav/aksling - Bak: DT Swiss 12 x 142 mm TA, Aksling: GAIM17 Dekk foran: Vittoria Zaffiro V 28-622 Dekk bak: Vittoria Zaffiro V 28-622 Bremser: Shimano 105 BR-R7170 + ST-R7120 Kranksett: Shimano FC-RS520 12s, 50/34T (170 mm S, 172,5 mm M/L, 175 mm XL) Kranklager: Shimano BB-RS500-PB, PressFit Road Framgir: Shimano FD-R7100 2s Bakgir: Shimano RD-R7100 12s Girskiftere: Shimano 105 ST-R7120 2x12s Kassett: Shimano CS-R7101 12s 11-34T Kjede: Shimano CN-M7100 114L Pedaler: Medfølger ikke Feste for skjermer eller bagasjebrett: Nei Annet: Tubelessready Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3322 Fiskum"
"443590694","https://www.finn.no/recommerce/forsale/item/443590694","2026-03-02T15:26:02.181Z","Rossetti Diablesse SRAM Red","19450","","","","Landevei","Rossetti","Diablesse","","51","","SRAM Red","true","true","false","Rossetti Diablesse SRAM Red med 60mm Rossettii Red Label carbon hjulsett clinchers. High modulus carbon som er veldig lett og sterkt.(samme som Cannondale Super Six EVO) Lett, rask og toppspekket landeveissykkel. Str 51. Hentes Stjørdal eller sendes","7512 Stjørdal"
"452997109","https://www.finn.no/recommerce/forsale/item/452997109","2026-03-02T15:26:03.313Z","Trek émonda alr 5 - lite brukt, mest kjørt på rulle","19500","Pent brukt - I god stand","Trek","Unisex","Landevei","Trek","Émonda ALR 5","","","","Shimano 105","false","false","false","Selger en veldig pen og lite brukt Trek Émonda ALR 5. Sykkelen har hovedsakelig blitt brukt innendørs på rulle og har derfor minimalt med slitasje fra utebruk. Dette er en lett, responsiv og rask landeveissykkel med aluminiumsramme i toppklasse og karbon-gaffel. Perfekt både til trening, ritt og lange turer. Spesifikasjoner: • Shimano 105 girgruppe (presis og driftssikker) • Lett og stiv Alpha Aluminum-ramme • Karbon-gaffel for komfort og kontroll • Klar for både utebruk og rulle Sykkelen er godt vedlikeholdt og fremstår som veldig pen. Det er et lite kosmetisk merke på venstre hendel, men dette har ingen betydning for funksjon. Kun normal, minimal bruksslitasje ellers. Ta kontakt ved spørsmål eller for visning/prøvetur Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","5366 Misje"
"452982529","https://www.finn.no/recommerce/forsale/item/452982529","2026-03-02T15:26:04.399Z","En fantastisk Ridley Noah RS - karbon selges!","13300","Pent brukt - I god stand","","Unisex","Landevei","Ridley","Noah RS","","M","700c","Shimano Ultegra","true","false","false","Ridley Noah RS landeveissykkel. Størrelse M. Sykkelen er designet for landeveiskjøring og har en lett ramme som gir god ytelse. Egnet for syklister som ønsker en effektiv sykkelopplevelse på landeveien. Gir: Shimano Ultegra Pedaler / crank: Shimano Ultegra Nye, ubrukte dekk (23 mm) og slanger. Sykkelen har Garmin-fester for sykkelcomputer og baklykt/radar. Ekstra dekk (25 mm) og slanger følger med. Følger også med tempo-bøyler Pris kan diskuteres ved hurtig avgjørelse","4014 Stavanger"
"452974170","https://www.finn.no/recommerce/forsale/item/452974170","2026-03-02T15:26:05.477Z","Merida Jr 90 Ride xs","6000","Pent brukt - I god stand","Merida","Unisex","Landevei","Merida","Ride 90","","XS","700c","Shimano Claris","false","true","false","Merida Ride 90 er en lett landeveissykkel, takket være Ride aluminiumsramme og fullkarbongaffel. Shimano Claris girgruppe gir god presisjon og økt komfort. Selges med karbon-hjulsett og det originale hjulsettet medfølger også. Spesifikasjoner: - Type sykkel: Landevei, herre - Ramme: Ride Conoid Aluminium - Gaffel: Road carbon comp - Styre: Merida Compact road OS - Stem: Merida Comp 31.8 -7 - Setepinne: Merida road comp SB12 27.2 - Sete: Merida Race - Antall gir: 2 x 8 - Girhendler: Shimano Claris - Fremre girskifter: Shimano Claris D - Bakre girskifter: Shimano Claris GS - Bremser: Road Dual Pivot - Kassett: Sunrace CS-8S 11-32 - Kjede: KMC 8s - Kranksett: Merida Road SP-D 50-34 - Felger: Merida Comp 30 CW - Dekk: Kenda K1018 700 25 - Vekt: 9,73 kg Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3610 Kongsberg"
"452977082","https://www.finn.no/recommerce/forsale/item/452977082","2026-03-02T15:26:06.515Z","Fin sykkel selges","5100","Pent brukt - I god stand","","","Landevei","Fixie Inc","","2022","57cm","","","false","false","false","Bud mottatt Kjøpt ny av meg i 2022 Så og si ingen bruksmerker Large 57cm Har sykkeleske - sender ved vippsing Fixie inc landvei gravel cyclocross hybrid unisex","6016 Ålesund"
"445704037","https://www.finn.no/recommerce/forsale/item/445704037","2026-03-02T15:26:07.548Z","Cannondale Caad 10 - Str 54 cm - Shimano 105","7900","Pent brukt - I god stand","Cannondale","Unisex","Landevei","Cannondale","Caad 10","","54cm","700c","Shimano 105","false","false","false","Cannondale Caad 10 selges fordelaktig. God og lett aluminiumsramme som tåler det meste. Str 54 cm, passer deg mellom 171 - 182 cm ca. Spesifikasjoner: Fremgir: Shimano 105 Bakgir: Shimano 105 Skiftere: Shimano 105 Bremser: Tektro Hjul: Shimano RS Dekk: Lugano / Continental Krank: FSA Gossarmer 50/34 10 delt Stem: Cannondale Styre: Cannondale Setepinne: Cannondale Sadel: Selle Italia Diva Fremstår i god stand. Trenger en vask og ny olje på slitedeler. Hentes i Nevlunghavn (Stavern) eller kjøres hjem til deg mot tillegg i pris Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3296 Nevlunghavn"
"452943925","https://www.finn.no/recommerce/forsale/item/452943925","2026-03-02T15:26:08.610Z","Cannondale SuperSix EVO 3, str 54/M","42000","Pent brukt - I god stand","Cannondale","Unisex","Landevei","Cannondale","SuperSix EVO 3","2024","54/M","700c","","false","true","false","Selger en Cannondale SuperSix EVO 3 i str 54/M i fargen Jet Black, oppgradert med karbonhjul og karbonstyre. Sykkelen og hjulene ble kjøpt hos Anton Sport i August 24 og styret i Juni 25. Styre: Cannondale SystemBar R-One 380x110mm. Hjul: Cannondale Hollowgram R-45. Har jevnlig vært på service, kjede ble byttet og bremsene luftet i høst. Selges med Prologo Dimension 143, se bilde nr. 6 Det originale alu hjulsettet og styre følger med. Selges uten pedaler, men med flaskeholdere. Får dessverre ikke syklet så mye i år pga skade. Ta kontakt ved Spørsmål! Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","1337 Sandvika"
"452959607","https://www.finn.no/recommerce/forsale/item/452959607","2026-03-02T15:26:09.660Z","Tandem sykkel","13000","Pent brukt - I god stand","","Herre","Landevei","TubRace","Vision","","","","","false","false","false","Tandem sykkel av merket TubRace Vision selges. Sykkelen er pent brukt og kjøpt for ca 9 år siden.","3275 Svarstad"
